,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,clust
1881,192104,0,3,1,1,39010,53,1750,8,8289,1,Ocassional Flyers
1882,121992,6057,1,1,1,3200,4,600,2,4257,0,Ocassional Flyers
1883,23033,0,2,1,1,7910,15,0,0,2765,1,Ocassional Flyers
1884,305519,0,5,1,1,79216,27,650,3,5724,1,Ocassional Flyers
1885,92225,0,4,1,1,48276,19,350,1,2972,0,Ocassional Flyers
1886,57474,0,2,1,1,5535,7,0,0,4364,0,Ocassional Flyers
1887,91716,0,1,1,1,6978,12,0,0,4267,0,Ocassional Flyers
1888,7515,0,2,1,1,13681,18,0,0,2552,1,Ocassional Flyers
1889,13899,0,1,1,1,5125,31,0,0,1705,0,Ocassional Flyers
1890,149678,0,1,1,1,0,0,0,0,7022,0,Ocassional Flyers
1891,68454,0,3,1,1,13667,12,0,0,5559,0,Ocassional Flyers
1892,55472,0,3,1,1,17848,18,3763,3,3566,1,Ocassional Flyers
1893,125679,0,3,1,4,68151,27,650,1,3683,0,Ocassional Flyers
1894,55461,0,4,1,1,31658,17,500,2,2315,0,Ocassional Flyers
1895,55152,0,3,1,1,14630,14,0,0,1662,0,Ocassional Flyers
1896,32010,0,1,1,1,12315,6,650,2,6421,1,Ocassional Flyers
1897,28338,0,1,1,1,90,2,0,0,1936,0,Ocassional Flyers
1898,6240,0,1,1,1,0,0,0,0,1679,0,Ocassional Flyers
1899,107333,0,1,1,1,4374,5,1874,4,5063,0,Ocassional Flyers
1900,36665,0,1,1,1,1625,6,0,0,4747,0,Ocassional Flyers
1901,134318,0,1,1,1,333,3,258,1,3488,0,Ocassional Flyers
1902,120476,0,2,1,1,9406,14,0,0,5870,0,Ocassional Flyers
1903,204582,0,1,1,1,4671,14,0,0,7498,0,Ocassional Flyers
1904,13640,0,1,1,1,1500,5,0,0,4923,0,Ocassional Flyers
1905,9646,0,1,1,1,3445,11,0,0,2140,0,Ocassional Flyers
1906,72173,0,1,1,1,2954,13,232,1,7509,0,Ocassional Flyers
1907,24038,0,2,1,1,6290,14,0,0,8289,0,Ocassional Flyers
1908,44197,0,1,1,1,2500,1,0,0,3831,0,Ocassional Flyers
1909,43310,0,3,1,1,11943,14,0,0,1804,0,Ocassional Flyers
1910,52718,0,3,1,1,11540,11,0,0,1755,0,Ocassional Flyers
1911,216498,0,4,1,1,43083,24,2500,5,4440,0,Ocassional Flyers
1912,654,0,3,1,1,14967,10,0,0,3022,1,Ocassional Flyers
1913,103586,0,1,1,1,4000,7,3900,6,2726,0,Ocassional Flyers
1914,44780,0,1,1,1,2100,3,1100,2,968,0,Ocassional Flyers
1915,55778,0,1,1,1,6500,12,500,1,3704,0,Ocassional Flyers
1916,1000,0,1,1,1,375,3,0,0,1382,0,Ocassional Flyers
1917,102083,0,3,1,1,12978,14,150,2,2780,0,Ocassional Flyers
1918,126484,0,1,1,1,5942,13,3192,11,4758,1,Ocassional Flyers
1919,91296,0,3,1,1,19057,16,0,0,2712,0,Ocassional Flyers
1920,11289,0,1,1,1,1500,5,0,0,4492,0,Ocassional Flyers
1921,10400,0,1,1,1,1840,10,0,0,1397,0,Ocassional Flyers
1922,34170,0,3,1,1,15476,20,150,1,8289,1,Ocassional Flyers
1923,88500,0,1,1,1,2500,2,0,0,5090,0,Ocassional Flyers
1924,33560,0,1,1,1,2600,14,0,0,4604,0,Ocassional Flyers
1925,31759,0,1,1,1,0,0,0,0,1922,0,Ocassional Flyers
1926,120073,0,3,1,1,12423,29,0,0,7276,1,Ocassional Flyers
1927,50386,0,1,1,1,2750,8,0,0,1721,0,Ocassional Flyers
1928,86638,0,4,1,1,45861,13,0,0,2867,1,Ocassional Flyers
1929,37305,0,2,1,1,10205,13,0,0,1513,1,Ocassional Flyers
1930,136161,0,1,1,1,6032,15,0,0,6463,0,Ocassional Flyers
1931,1836,0,1,1,1,850,4,350,3,5329,0,Ocassional Flyers
1932,30759,0,1,1,1,510,3,0,0,3195,0,Ocassional Flyers
1933,14414,0,1,1,1,0,0,0,0,7024,0,Ocassional Flyers
1934,112345,0,4,1,1,36640,14,0,0,1669,0,Ocassional Flyers
1935,62903,0,3,1,1,16434,13,0,0,3732,0,Ocassional Flyers
1936,410795,0,5,1,1,73679,31,0,0,7514,0,Ocassional Flyers
1937,2039,0,1,1,1,0,0,0,0,2451,0,Ocassional Flyers
1938,39728,0,3,1,1,16359,11,0,0,1860,0,Ocassional Flyers
1939,94544,0,5,1,1,111827,8,350,1,4105,1,Ocassional Flyers
1940,69954,0,1,1,1,8500,5,500,1,1578,0,Ocassional Flyers
1941,3441,0,1,1,1,1643,6,0,0,4484,0,Ocassional Flyers
1942,56693,3953,2,1,1,20454,11,0,0,3893,1,Ocassional Flyers
1943,60014,0,4,1,1,45105,32,500,2,669,0,Ocassional Flyers
1944,96490,0,1,1,1,2000,1,0,0,2665,1,Ocassional Flyers
1945,202636,0,1,1,1,19000,5,0,0,6119,1,Ocassional Flyers
1946,248738,0,1,1,1,500,1,0,0,1888,0,Ocassional Flyers
1947,52738,2398,1,1,1,0,0,0,0,7498,0,Ocassional Flyers
1948,17739,0,1,1,1,437,4,0,0,5941,0,Ocassional Flyers
1949,48265,0,1,1,1,1000,1,0,0,2951,0,Ocassional Flyers
1950,380930,0,2,2,1,22485,25,213,1,6539,1,Ocassional Flyers
1951,25279,0,2,1,1,14938,26,0,0,7327,1,Ocassional Flyers
1952,31789,0,1,1,1,10220,17,0,0,2699,1,Ocassional Flyers
1953,102373,0,4,1,1,67212,33,6600,14,4190,1,Ocassional Flyers
1954,46545,1000,1,1,1,0,0,0,0,5066,0,Ocassional Flyers
1955,200963,0,1,1,1,6164,4,150,1,4782,0,Ocassional Flyers
1956,101101,0,1,1,1,10850,11,1850,6,6725,1,Ocassional Flyers
1957,16936,0,1,1,1,14970,2,0,0,580,0,Ocassional Flyers
1958,129412,0,5,1,1,62510,21,0,0,5982,0,Ocassional Flyers
1959,194816,0,1,1,1,20822,25,6647,12,2424,1,Ocassional Flyers
1960,61893,0,1,1,1,0,0,0,0,2320,0,Ocassional Flyers
1961,13812,0,2,1,1,15149,39,0,0,7110,1,Ocassional Flyers
1962,3962,0,1,1,1,292,8,0,0,4027,0,Ocassional Flyers
1963,147770,0,4,1,1,64517,31,450,4,1831,1,Ocassional Flyers
1964,188759,0,1,1,1,3082,3,0,0,2817,0,Ocassional Flyers
1965,6181,0,1,1,1,2000,9,0,0,2878,0,Ocassional Flyers
1966,8150,0,1,2,1,14135,41,500,2,1676,1,Ocassional Flyers
1967,118487,0,1,1,1,3388,14,0,0,2592,0,Ocassional Flyers
1968,89840,0,2,1,1,7048,14,0,0,3819,0,Ocassional Flyers
1969,443003,0,3,2,1,1753,43,3850,12,6948,1,Ocassional Flyers
1970,52584,0,1,1,1,2500,1,0,0,1439,0,Ocassional Flyers
1971,10689,0,1,1,1,2750,15,0,0,5315,0,Ocassional Flyers
1972,25753,0,1,1,1,3400,21,0,0,1614,0,Ocassional Flyers
1973,21747,0,1,1,1,0,0,0,0,5638,1,Ocassional Flyers
1974,59035,0,1,1,1,245,4,0,0,3960,0,Ocassional Flyers
1975,51752,0,3,1,1,25962,20,0,0,4631,0,Ocassional Flyers
1976,5269,0,3,1,1,22697,13,0,0,604,1,Ocassional Flyers
1977,52475,0,3,1,1,14447,13,0,0,962,0,Ocassional Flyers
1978,35493,0,1,1,1,0,0,0,0,1602,0,Ocassional Flyers
1979,4490,0,1,1,1,0,0,0,0,107,0,Ocassional Flyers
1980,3049,0,1,1,1,0,0,0,0,3613,0,Ocassional Flyers
1981,269558,0,1,1,1,10000,1,0,0,5472,1,Ocassional Flyers
1982,9128,0,1,1,1,0,0,0,0,1424,0,Ocassional Flyers
1983,85412,0,3,1,1,25102,16,500,1,2816,0,Ocassional Flyers
1984,19881,0,1,1,1,800,4,800,4,1822,0,Ocassional Flyers
1985,95207,0,3,1,1,30652,30,2348,8,5531,1,Ocassional Flyers
1986,20410,0,1,1,1,0,0,0,0,541,0,Ocassional Flyers
1987,3789,0,1,1,1,181,3,0,0,4756,1,Ocassional Flyers
1988,25629,0,4,1,5,107308,36,600,2,5966,1,Ocassional Flyers
1989,4375,0,1,1,1,2875,16,0,0,248,0,Ocassional Flyers
1990,214674,0,1,1,1,25688,23,2500,5,2607,1,Ocassional Flyers
1991,9399,0,1,1,1,2125,10,0,0,1430,0,Ocassional Flyers
1992,65263,0,1,1,1,22500,4,0,0,3844,0,Ocassional Flyers
1993,413509,0,1,1,1,2500,1,0,0,6598,1,Ocassional Flyers
1994,104665,0,2,1,1,9547,12,0,0,6249,0,Ocassional Flyers
1995,6280,0,1,1,1,1220,6,200,2,2578,1,Ocassional Flyers
1996,31319,0,1,1,1,7552,5,0,0,5912,0,Ocassional Flyers
1997,40567,0,3,1,1,18122,16,0,0,6268,0,Ocassional Flyers
1998,164884,0,4,1,1,35226,18,1734,2,5283,1,Ocassional Flyers
1999,35738,0,4,1,1,41264,16,0,0,6526,1,Ocassional Flyers
2000,37171,0,1,1,1,3450,5,950,4,1341,1,Ocassional Flyers
2001,42420,0,1,1,1,1000,1,0,0,4461,0,Ocassional Flyers
2002,119932,0,3,1,1,22463,26,5177,11,6077,1,Ocassional Flyers
2003,743745,2066,1,1,1,4100,20,2500,18,8228,1,Ocassional Flyers
2004,161281,0,1,1,1,6321,8,175,1,3399,0,Ocassional Flyers
2005,55591,0,2,1,1,8817,13,0,0,3693,0,Ocassional Flyers
2006,10879,0,5,1,1,78186,32,3400,12,7981,1,Ocassional Flyers
2007,30486,0,1,1,1,0,0,0,0,5051,0,Ocassional Flyers
2008,65904,0,4,1,1,47224,35,5350,18,3655,1,Ocassional Flyers
2009,74342,0,1,1,1,4389,12,0,0,8228,0,Ocassional Flyers
2010,30171,0,1,3,1,15370,13,0,0,3853,0,Ocassional Flyers
2011,84868,0,4,1,1,33187,15,0,0,6057,0,Ocassional Flyers
2012,107360,0,3,1,1,15641,15,0,0,4423,0,Ocassional Flyers
2013,59805,0,1,1,1,2900,7,1700,5,2802,0,Ocassional Flyers
2014,28670,0,2,1,1,11727,11,0,0,2980,1,Ocassional Flyers
2015,95109,0,4,1,1,26149,8,0,0,4593,0,Ocassional Flyers
2016,86112,0,4,1,1,35528,22,0,0,8105,0,Ocassional Flyers
2017,193818,0,3,1,1,16327,13,0,0,3768,1,Ocassional Flyers
2018,67753,0,3,1,1,18303,15,0,0,3134,0,Ocassional Flyers
2019,15219,0,1,1,1,0,0,0,0,6427,1,Ocassional Flyers
2020,91473,0,3,1,1,27408,17,0,0,6903,1,Ocassional Flyers
2021,62569,0,4,1,1,33765,19,50,1,4888,1,Ocassional Flyers
2022,48145,0,1,1,1,10735,27,0,0,7540,0,Ocassional Flyers
2023,32424,0,4,1,1,39635,16,0,0,1584,1,Ocassional Flyers
2024,5154,0,5,1,1,54657,28,0,0,3769,1,Ocassional Flyers
2025,118940,0,4,1,1,36001,17,150,1,7484,1,Ocassional Flyers
2026,17609,0,1,1,1,803,5,803,5,4317,1,Ocassional Flyers
2027,4057,0,1,1,1,23050,11,2550,7,1135,1,Ocassional Flyers
2028,212029,0,4,1,1,43162,19,0,0,3518,0,Ocassional Flyers
2029,146232,0,5,1,1,83783,19,375,1,3566,1,Ocassional Flyers
2030,122700,0,3,1,1,18604,13,0,0,6556,0,Ocassional Flyers
2031,22324,0,1,1,1,1375,4,0,0,6753,0,Ocassional Flyers
2032,34443,1440,1,1,1,2125,10,0,0,4233,0,Ocassional Flyers
2033,18476,0,1,1,1,8525,4,200,1,1403,1,Ocassional Flyers
2034,19032,0,1,1,1,2375,12,0,0,6169,0,Ocassional Flyers
2035,307149,2562,4,1,1,58008,19,650,2,3173,1,Ocassional Flyers
2036,1000,0,1,1,1,0,0,0,0,5367,0,Ocassional Flyers
2037,131366,0,1,1,1,1500,2,500,1,1999,0,Ocassional Flyers
2038,368535,0,5,1,1,146201,21,2600,6,4210,1,Ocassional Flyers
2039,48321,0,1,1,1,0,0,0,0,6102,0,Ocassional Flyers
2040,2494,0,1,1,1,0,0,0,0,8289,0,Ocassional Flyers
2041,39233,0,4,1,1,27545,13,0,0,5920,1,Ocassional Flyers
2042,114356,0,4,1,1,27308,14,0,0,7456,0,Ocassional Flyers
2043,25577,0,4,1,1,33420,18,0,0,4432,1,Ocassional Flyers
2044,8000,0,1,1,1,2250,11,0,0,3879,0,Ocassional Flyers
2045,4858,0,1,1,1,0,0,0,0,3294,0,Ocassional Flyers
2046,737514,0,3,1,4,43993,40,2150,7,5030,0,Ocassional Flyers
2047,32934,0,1,1,1,500,1,0,0,858,1,Ocassional Flyers
2048,138020,0,1,1,1,6568,15,0,0,7024,1,Ocassional Flyers
2049,34996,0,2,1,1,6313,14,150,1,2909,1,Ocassional Flyers
2050,8992,0,1,1,1,1250,3,0,0,1417,0,Ocassional Flyers
2051,37839,0,3,1,1,11512,16,0,0,2084,1,Ocassional Flyers
2052,130761,0,4,1,1,52423,15,0,0,4674,1,Ocassional Flyers
2053,50658,1674,1,1,1,1600,3,500,1,2174,0,Ocassional Flyers
2054,39983,0,3,1,1,39983,11,0,0,1569,0,Ocassional Flyers
2055,54264,0,3,1,1,15178,17,0,0,1397,1,Ocassional Flyers
2056,10458,0,1,2,1,10458,12,0,0,3726,0,Ocassional Flyers
2057,60976,0,5,1,1,97318,31,7000,14,6282,1,Ocassional Flyers
2058,82114,0,5,1,1,58335,15,0,0,5658,1,Ocassional Flyers
2059,22831,0,1,1,1,4500,15,0,0,5442,1,Ocassional Flyers
2060,63638,0,1,1,1,0,0,0,0,5155,0,Ocassional Flyers
2061,73852,0,1,1,1,0,0,0,0,4252,0,Ocassional Flyers
2062,28621,0,2,1,1,13878,20,1400,10,7479,1,Ocassional Flyers
2063,326201,0,1,1,1,19350,14,0,0,3119,0,Ocassional Flyers
2064,59791,0,1,1,1,3254,7,0,0,4602,0,Ocassional Flyers
2065,208804,0,5,1,1,56204,31,500,1,4429,1,Ocassional Flyers
2066,43090,0,3,1,1,11411,10,0,0,6259,0,Ocassional Flyers
2067,40257,0,1,1,1,12885,31,0,0,3237,0,Ocassional Flyers
2068,56186,0,3,1,1,27538,20,400,4,1926,1,Ocassional Flyers
2069,14732,0,1,1,1,100,1,0,0,8289,0,Ocassional Flyers
2070,79629,0,1,1,1,2550,2,50,1,6091,0,Ocassional Flyers
2071,11820,0,1,1,1,2045,5,0,0,6227,0,Ocassional Flyers
2072,29518,0,1,1,1,2702,12,0,0,2532,0,Ocassional Flyers
2073,472241,500,1,1,1,3600,12,3500,11,5045,1,Ocassional Flyers
2074,59967,0,1,1,1,10000,4,0,0,959,1,Ocassional Flyers
2075,86913,0,2,1,1,23705,6,0,0,2691,0,Ocassional Flyers
2076,4028,0,1,1,1,0,0,0,0,346,0,Ocassional Flyers
2077,84179,0,3,1,1,22397,19,0,0,1976,0,Ocassional Flyers
2078,55417,0,4,1,1,37127,31,0,0,3575,0,Ocassional Flyers
2079,38292,0,1,2,1,12487,13,250,2,531,0,Ocassional Flyers
2080,9052,0,1,1,1,280,2,0,0,3987,0,Ocassional Flyers
2081,160572,0,1,1,1,8163,18,500,1,6403,1,Ocassional Flyers
2082,27155,0,4,1,1,47252,15,300,1,3001,1,Ocassional Flyers
2083,28502,0,1,1,1,2375,12,0,0,1732,0,Ocassional Flyers
2084,16569,0,1,1,1,3204,8,0,0,2120,0,Ocassional Flyers
2085,105957,0,1,1,1,4881,12,0,0,3859,0,Ocassional Flyers
2086,89237,0,4,1,2,37668,18,0,0,2533,0,Ocassional Flyers
2087,51402,0,1,1,1,4375,14,0,0,4978,0,Ocassional Flyers
2088,26748,0,3,1,1,11981,14,0,0,5408,1,Ocassional Flyers
2089,210350,0,5,1,1,56754,14,0,0,5302,0,Ocassional Flyers
2090,135567,0,1,1,1,3650,5,1050,3,1967,0,Ocassional Flyers
2091,391222,0,3,1,1,27471,20,1600,7,4905,1,Ocassional Flyers
2092,44457,0,1,1,1,225,3,0,0,7026,0,Ocassional Flyers
2093,5274,0,1,1,1,2074,11,0,0,5834,1,Ocassional Flyers
2094,14648,0,3,1,1,21157,12,0,0,1843,1,Ocassional Flyers
2095,200089,4727,5,1,1,75019,21,300,2,3166,0,Ocassional Flyers
2096,115591,867,1,1,1,9500,20,2500,16,4967,1,Ocassional Flyers
2097,169794,0,3,1,1,22824,19,767,2,3119,0,Ocassional Flyers
2098,53892,1619,3,1,1,28641,20,0,0,3131,1,Ocassional Flyers
2099,5074,0,1,1,1,500,1,0,0,4730,0,Ocassional Flyers
2100,14428,0,1,1,1,3475,21,0,0,1599,0,Ocassional Flyers
2101,66009,0,1,1,1,0,0,0,0,1603,1,Ocassional Flyers
2102,125077,0,3,1,1,21881,14,0,0,5905,0,Ocassional Flyers
2103,54889,0,2,1,1,13150,4,0,0,6438,0,Ocassional Flyers
2104,50212,0,1,1,1,1507,7,500,1,1801,0,Ocassional Flyers
2105,65664,0,2,1,1,11899,5,0,0,1121,0,Ocassional Flyers
2106,374613,0,1,2,1,23592,31,5000,14,3463,1,Ocassional Flyers
2107,25936,0,1,1,1,0,0,0,0,3495,0,Ocassional Flyers
2108,5360,0,1,1,1,0,0,0,0,4392,0,Ocassional Flyers
2109,213849,0,1,1,1,500,1,0,0,6549,1,Ocassional Flyers
2110,44824,0,1,3,1,21107,19,2000,4,5916,1,Ocassional Flyers
2111,131618,0,4,1,1,46473,16,0,0,4274,0,Ocassional Flyers
2112,25634,2505,1,1,1,0,0,0,0,5663,0,Ocassional Flyers
2113,8904,0,1,1,1,3740,14,0,0,898,1,Ocassional Flyers
2114,20353,0,1,1,1,1729,5,0,0,2298,0,Ocassional Flyers
2115,33087,0,2,1,1,24761,9,500,1,724,1,Ocassional Flyers
2116,149286,0,4,1,1,42141,30,2400,13,7222,1,Ocassional Flyers
2117,1439,0,1,1,1,80,2,0,0,2684,0,Ocassional Flyers
2118,18059,0,1,1,1,0,0,0,0,2019,0,Ocassional Flyers
2119,44182,0,3,1,1,12313,12,0,0,7619,1,Ocassional Flyers
2120,9126,0,1,1,1,1202,13,350,1,4554,0,Ocassional Flyers
2121,15378,0,1,1,1,25236,9,736,3,2741,1,Ocassional Flyers
2122,51471,0,3,1,1,15505,32,412,1,4450,1,Ocassional Flyers
2123,13271,0,1,1,1,0,0,0,0,1435,1,Ocassional Flyers
2124,158483,0,2,1,1,9018,11,0,0,8289,0,Ocassional Flyers
2125,53360,0,1,1,1,7251,5,6251,4,5120,1,Ocassional Flyers
2126,24372,0,1,1,1,255,1,255,1,3064,0,Ocassional Flyers
2127,18179,0,1,1,1,5488,3,0,0,1877,1,Ocassional Flyers
2128,9492,0,1,1,1,781,6,250,1,2320,0,Ocassional Flyers
2129,14504,0,1,1,1,0,0,0,0,2329,0,Ocassional Flyers
2130,146173,0,3,1,1,13871,17,0,0,4414,1,Ocassional Flyers
2131,57293,0,1,1,1,1000,1,0,0,2319,0,Ocassional Flyers
2132,7329,0,2,1,1,10639,16,0,0,2993,1,Ocassional Flyers
2133,16014,0,1,1,1,0,0,0,0,1450,0,Ocassional Flyers
2134,67018,0,3,1,1,23260,25,0,0,7698,0,Ocassional Flyers
2135,20534,0,1,1,1,589,7,0,0,4021,0,Ocassional Flyers
2136,6978,0,1,1,1,610,3,0,0,4349,0,Ocassional Flyers
2137,104670,0,1,1,1,3993,12,0,0,2202,0,Ocassional Flyers
2138,164222,0,1,1,1,7300,5,800,3,1892,1,Ocassional Flyers
2139,59552,0,1,1,1,7551,22,0,0,6473,1,Ocassional Flyers
2140,22289,0,3,1,1,18105,34,189,1,1501,1,Ocassional Flyers
2141,115197,0,3,1,1,17638,24,0,0,4820,0,Ocassional Flyers
2142,93473,0,3,1,1,20257,15,0,0,6049,0,Ocassional Flyers
2143,109618,0,3,1,1,14159,11,0,0,2138,0,Ocassional Flyers
2144,49145,0,1,2,1,12755,22,2450,7,5323,0,Ocassional Flyers
2145,156544,0,4,1,1,46593,13,0,0,4225,0,Ocassional Flyers
2146,79479,0,3,1,1,23167,13,0,0,6118,0,Ocassional Flyers
2147,6914,0,1,1,1,0,0,0,0,812,0,Ocassional Flyers
2148,18933,0,1,1,1,0,0,0,0,284,0,Ocassional Flyers
2149,54039,0,1,1,1,5250,22,1250,10,1709,1,Ocassional Flyers
2150,62335,0,1,1,1,500,1,0,0,2147,0,Ocassional Flyers
2151,27204,0,2,1,1,7627,16,0,0,1968,0,Ocassional Flyers
2152,19244,0,1,1,1,215,2,0,0,6968,0,Ocassional Flyers
2153,64385,0,1,1,1,981,5,0,0,1395,1,Ocassional Flyers
2154,38739,0,1,1,1,3050,3,550,2,1976,0,Ocassional Flyers
2155,16906,0,1,1,1,2750,15,0,0,6017,0,Ocassional Flyers
2156,3965,0,2,1,1,8228,12,0,0,2003,1,Ocassional Flyers
2157,3082,0,1,1,1,0,0,0,0,3923,0,Ocassional Flyers
2158,21784,0,2,1,1,6208,14,0,0,2483,0,Ocassional Flyers
2159,63364,0,3,1,1,15415,11,0,0,2560,0,Ocassional Flyers
2160,4354,0,1,1,1,1000,1,0,0,706,0,Ocassional Flyers
2161,10079,0,1,1,1,569,8,0,0,4651,0,Ocassional Flyers
2162,1837,0,1,1,1,1000,1,0,0,219,0,Ocassional Flyers
2163,313,0,1,1,1,1600,1,0,0,6525,0,Ocassional Flyers
2164,55487,0,3,1,1,23123,19,1150,5,1986,1,Ocassional Flyers
2165,449205,1121,1,1,1,4750,9,3250,8,3071,1,Ocassional Flyers
2166,75181,0,1,1,1,2455,7,1100,3,6133,0,Ocassional Flyers
2167,20665,0,3,1,1,19947,16,0,0,5997,1,Ocassional Flyers
2168,143441,0,5,1,1,58475,27,0,0,2238,0,Ocassional Flyers
2169,41967,0,1,1,1,2125,10,0,0,6247,0,Ocassional Flyers
2170,95728,2092,5,1,1,56111,14,0,0,1372,0,Ocassional Flyers
2171,62907,0,1,1,1,3200,3,200,1,1431,0,Ocassional Flyers
2172,70614,0,4,1,1,32417,18,0,0,3519,1,Ocassional Flyers
2173,14243,0,1,1,1,6654,17,0,0,1487,0,Ocassional Flyers
2174,197239,0,4,1,1,53412,25,250,2,3914,1,Ocassional Flyers
2175,5544,0,1,1,1,350,3,0,0,1713,0,Ocassional Flyers
2176,15241,0,1,1,1,0,0,0,0,5840,0,Ocassional Flyers
2177,34379,0,3,1,1,13051,20,150,1,3805,1,Ocassional Flyers
2178,33373,0,1,1,1,0,0,0,0,5427,0,Ocassional Flyers
2179,8260,0,1,1,1,700,2,0,0,3673,0,Ocassional Flyers
2180,15737,0,1,1,1,220,3,0,0,4404,0,Ocassional Flyers
2181,63311,0,4,1,1,29318,11,0,0,4667,0,Ocassional Flyers
2182,48607,0,3,1,1,18284,37,0,0,1339,0,Ocassional Flyers
2183,12195,0,1,1,1,3875,17,0,0,7229,0,Ocassional Flyers
2184,63121,0,3,1,1,16634,16,150,1,1349,0,Ocassional Flyers
2185,66516,0,4,1,1,45406,16,200,1,5311,0,Ocassional Flyers
2186,44307,0,2,1,1,7944,8,0,0,6060,0,Ocassional Flyers
2187,26164,2556,1,1,1,0,0,0,0,2566,0,Ocassional Flyers
2188,23578,0,3,1,1,16366,17,500,1,1830,1,Ocassional Flyers
2189,60168,0,4,1,1,44133,16,0,0,4313,1,Ocassional Flyers
2190,15135,0,3,1,1,13357,14,0,0,2579,1,Ocassional Flyers
2191,20508,0,1,1,1,22250,8,1250,5,6794,1,Ocassional Flyers
2192,135374,0,3,1,1,23835,22,917,2,2294,0,Ocassional Flyers
2193,106509,0,1,1,1,1113,7,0,0,5036,0,Ocassional Flyers
2194,10288,0,1,1,1,1250,3,0,0,5532,0,Ocassional Flyers
2195,11866,0,2,1,1,6139,9,0,0,4667,1,Ocassional Flyers
2196,14371,0,4,1,1,28723,13,0,0,4671,1,Ocassional Flyers
2197,45842,0,1,1,1,8253,15,128,1,1805,1,Ocassional Flyers
2198,63454,0,4,1,1,49068,13,0,0,5383,1,Ocassional Flyers
2199,101397,0,3,1,1,19173,12,0,0,5847,0,Ocassional Flyers
2200,211355,0,2,1,1,11238,12,0,0,2294,1,Ocassional Flyers
2201,20746,0,4,1,1,37534,17,0,0,7185,1,Ocassional Flyers
2202,49050,0,3,1,1,18436,16,0,0,2426,0,Ocassional Flyers
2203,22585,0,1,1,1,3430,3,0,0,5689,0,Ocassional Flyers
2204,29657,0,1,1,1,8092,4,0,0,1592,0,Ocassional Flyers
2205,148691,0,1,1,1,3000,3,1000,2,7064,0,Ocassional Flyers
2206,26720,0,1,1,1,913,3,0,0,8296,0,Ocassional Flyers
2207,57793,0,3,1,1,20959,15,1198,3,1424,1,Ocassional Flyers
2208,31611,0,1,1,1,4030,12,0,0,1457,0,Ocassional Flyers
2209,1302051,2706,5,1,1,90653,32,3050,7,7467,1,Ocassional Flyers
2210,42044,2253,3,1,1,11433,10,0,0,6140,1,Ocassional Flyers
2211,67770,0,3,1,1,23960,15,0,0,5539,0,Ocassional Flyers
2212,168778,0,5,1,1,57060,20,500,1,3326,0,Ocassional Flyers
2213,17135,0,1,1,1,60,2,0,0,1747,0,Ocassional Flyers
2214,75892,0,2,1,1,8738,15,0,0,4160,1,Ocassional Flyers
2215,14988,0,1,1,1,2100,10,0,0,6203,0,Ocassional Flyers
2216,96714,0,3,1,1,17026,15,0,0,2185,0,Ocassional Flyers
2217,3250,0,1,1,1,2125,10,0,0,1117,0,Ocassional Flyers
2218,63437,0,2,1,1,7160,15,0,0,4595,0,Ocassional Flyers
2219,14304,0,1,1,1,0,0,0,0,4600,0,Ocassional Flyers
2220,23529,0,1,1,1,500,1,0,0,8296,0,Ocassional Flyers
2221,10797,0,1,1,1,0,0,0,0,3581,1,Ocassional Flyers
2222,11789,0,4,1,1,28756,20,900,2,4775,1,Ocassional Flyers
2223,369816,1745,4,1,1,46942,35,7266,17,6340,1,Ocassional Flyers
2224,98232,0,5,1,1,56687,14,500,1,3867,0,Ocassional Flyers
2225,97155,0,2,1,1,10004,3,0,0,5244,0,Ocassional Flyers
2226,62895,0,1,1,1,8500,4,0,0,5520,1,Ocassional Flyers
2227,73811,0,3,1,1,25394,14,1000,2,5021,1,Ocassional Flyers
2228,21740,0,1,1,1,5625,11,0,0,2048,0,Ocassional Flyers
2229,15876,0,1,1,1,0,0,0,0,4512,0,Ocassional Flyers
2230,33129,0,3,1,1,30775,14,500,1,5647,0,Ocassional Flyers
2231,22988,0,2,1,1,9347,14,1200,4,5944,1,Ocassional Flyers
2232,1344,0,1,1,1,1134,9,0,0,7498,0,Ocassional Flyers
2233,54594,0,3,1,1,14402,14,0,0,4233,0,Ocassional Flyers
2234,245731,0,4,1,1,34322,35,0,0,4385,0,Ocassional Flyers
2235,113758,0,3,1,1,12616,14,0,0,5199,0,Ocassional Flyers
2236,69555,0,3,1,1,21957,16,250,1,4390,0,Ocassional Flyers
2237,126701,0,3,1,1,20636,15,0,0,2878,0,Ocassional Flyers
2238,241165,0,1,1,1,1700,3,200,2,3000,1,Ocassional Flyers
2239,29263,0,3,1,1,15184,13,0,0,5279,0,Ocassional Flyers
2240,9375,0,1,1,1,1750,7,0,0,6826,0,Ocassional Flyers
2241,15349,0,1,1,1,250,2,0,0,6457,0,Ocassional Flyers
2242,5690,0,2,1,1,11612,15,0,0,1549,1,Ocassional Flyers
2243,404,0,1,1,1,550,3,0,0,1418,0,Ocassional Flyers
2244,13046,0,1,1,1,0,0,0,0,4597,1,Ocassional Flyers
2245,500,0,1,1,1,0,0,0,0,340,0,Ocassional Flyers
2246,20162,0,1,1,1,2750,15,0,0,6324,0,Ocassional Flyers
2247,56017,0,1,1,1,3905,6,1668,1,4086,0,Ocassional Flyers
